"","BonusMalus","PayFreq","VehClass","VehPower","VehGas","VehAge","Garage","Area","Region","Channel","DrivGender","DrivAge","Marketing","Windscreen","TPL","Damage","Other","Theft","Fire","Total","Sev_Windscreen","Sev_TPL","Sev_Damage","Sev_Other","Sev_Theft","Sev_Fire","Sev_Total"
"146","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",7,"Closed zbox","A5+A6","Headquarters","A","F",48,"M1",1,0,0,0,0,0,1,369,0,0,0,0,0,369
"147","bonus","Annual","Cheapest","P2-P9","Regular",11,"Closed zbox","A5+A6","Headquarters","A","M",30,"M1",1,0,0,0,0,0,1,401,0,0,0,0,0,401
"148","bonus","Annual","Cheaper","P10+P11+P12","Regular",8,"Closed zbox","A5+A6","Headquarters","A","M",45,"M1",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"149","bonus","Annual","Cheaper","P10+P11+P12","Regular",8,"Closed zbox","A5+A6","Headquarters","A","M",45,"M1",0,1,0,0,0,0,1,0,915,0,0,0,0,915
"150","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Closed zbox","A2+A3+A4","Headquarters","A","M",39,"M1",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"151","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Closed zbox","A2+A3+A4","Headquarters","A","M",39,"M1",0,1,0,0,0,0,1,0,915,0,0,0,0,915
"152","bonus","bi+monthly+quarterly","other","P13-P17","Regular",17,"Closed zbox","A7-A10+A12","Headquarters","A","M",65,"M1",1,0,0,0,0,0,1,312,0,0,0,0,0,312
"153","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",4,"Closed zbox","A2+A3+A4","Headquarters","A","M",43,"M1",1,0,0,0,0,0,1,465,0,0,0,0,0,465
"154","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",4,"Closed zbox","A2+A3+A4","Headquarters","A","M",43,"M1",1,0,0,0,0,0,1,474,0,0,0,0,0,474
"155","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",3,"Closed zbox","A5+A6","Headquarters","A","M",50,"M1",0,0,1,0,0,0,1,0,0,1664,0,0,0,1664
"156","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",5,"Closed zbox","A2+A3+A4","Headquarters","A","M",41,"M1",0,1,0,0,0,0,1,0,420,0,0,0,0,420
"157","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",6,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","F",48,"M3",1,0,0,0,0,0,1,252,0,0,0,0,0,252
"158","bonus","bi+monthly+quarterly","other","P13-P17","Regular",9,"Closed zbox","A2+A3+A4","Headquarters","A","F",42,"M1",1,0,0,0,0,0,1,338,0,0,0,0,0,338
"159","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",16,"Closed zbox","A5+A6","Headquarters","A","F",28,"M1",0,0,1,0,0,0,1,0,0,2386,0,0,0,2386
"160","bonus","bi+monthly+quarterly","other","P13-P17","Regular",6,"Closed zbox","A5+A6","Headquarters","A","M",49,"M1",1,0,0,0,0,0,1,776,0,0,0,0,0,776
"161","bonus","bi+monthly+quarterly","other","P13-P17","Regular",6,"Closed zbox","A5+A6","Headquarters","A","M",49,"M1",1,0,0,0,0,0,1,792,0,0,0,0,0,792
"162","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",2,"Closed zbox","A5+A6","Headquarters","A","F",28,"M1",0,1,0,0,0,0,1,0,505,0,0,0,0,505
"163","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",2,"Closed zbox","A5+A6","Headquarters","A","F",28,"M1",0,1,0,0,0,0,1,0,515,0,0,0,0,515
"164","bonus","bi+monthly+quarterly","other","P13-P17","Regular",5,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",44,"M2",1,0,0,0,0,0,1,816,0,0,0,0,0,816
"166","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",14,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",35,"M3",1,1,0,0,0,0,2,255,0,0,0,0,0,255
"168","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",12,"Street","A5+A6","Paris and South West","A","M",41,"M4",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"169","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",12,"Street","A5+A6","Paris and South West","A","M",41,"M4",0,1,0,0,0,0,1,0,915,0,0,0,0,915
"170","bonus","bi+monthly+quarterly","Cheaper","P2-P9","Regular",10,"Closed zbox","A2+A3+A4","Headquarters","A","M",50,"M1",1,0,0,0,0,0,1,346,0,0,0,0,0,346
"171","bonus","bi+monthly+quarterly","Cheaper","P2-P9","Regular",10,"Closed zbox","A2+A3+A4","Headquarters","A","M",50,"M1",1,0,0,0,0,0,1,353,0,0,0,0,0,353
"172","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",7,"Opened & closed collective parking","A5+A6","Headquarters","A","M",30,"M2",1,0,0,0,0,0,1,403,0,0,0,0,0,403
"173","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Opened & closed collective parking","A5+A6","Headquarters","A","M",31,"M2",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"174","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Opened & closed collective parking","A5+A6","Headquarters","A","M",31,"M2",1,1,0,0,0,0,2,0,915,0,0,0,0,915
"175","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Opened & closed collective parking","A5+A6","Headquarters","A","M",31,"M2",1,1,0,0,0,0,2,411,0,0,0,0,0,411
"177","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",13,"Opened & closed collective parking","A5+A6","Headquarters","A","F",52,"M2",1,0,0,0,0,0,1,198,0,0,0,0,0,198
"178","bonus","Annual","Cheaper","P10+P11+P12","Regular",10,"Closed zbox","A2+A3+A4","Headquarters","A","M",42,"M1",1,0,0,0,0,0,1,534,0,0,0,0,0,534
"179","bonus","Annual","Cheaper","P10+P11+P12","Regular",10,"Closed zbox","A2+A3+A4","Headquarters","A","M",42,"M1",1,0,0,0,0,0,1,545,0,0,0,0,0,545
"180","bonus","Annual","other","P13-P17","Regular",9,"Closed zbox","A5+A6","Headquarters","A","M",33,"M1",0,0,0,0,1,0,1,0,0,0,0,2231,0,2231
"181","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",6,"Street","A5+A6","Headquarters","A","M",30,"M4",2,0,0,0,0,0,2,161,0,0,0,0,0,161
"182","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",6,"Street","A5+A6","Headquarters","A","M",30,"M4",2,0,0,0,0,0,2,62,0,0,0,0,0,62
"183","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",6,"Street","A5+A6","Headquarters","A","M",30,"M4",1,0,0,0,0,0,1,127,0,0,0,0,0,127
"184","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",9,"Closed zbox","A5+A6","Headquarters","A","M",43,"M1",1,0,0,0,0,0,1,114,0,0,0,0,0,114
"185","bonus","bi+monthly+quarterly","other","P13-P17","Regular",10,"Closed zbox","A5+A6","Headquarters","A","M",39,"M1",1,0,0,0,0,0,1,85,0,0,0,0,0,85
"186","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",3,"Closed zbox","A5+A6","Headquarters","A","M",30,"M1",0,0,1,0,0,0,1,0,0,715,0,0,0,715
"187","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",10,"Street","A7-A10+A12","Headquarters","A","M",48,"M4",0,1,0,0,0,0,1,0,97,0,0,0,0,97
"188","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",3,"Closed zbox","A5+A6","Headquarters","A","F",30,"M1",0,1,0,0,0,0,1,0,559,0,0,0,0,559
"189","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",3,"Closed zbox","A5+A6","Headquarters","A","F",30,"M1",1,0,0,0,0,0,1,426,0,0,0,0,0,426
"190","bonus","Annual","Cheaper","P10+P11+P12","Regular",9,"Opened & closed collective parking","A5+A6","Headquarters","A","M",53,"M2",1,0,0,0,0,0,1,596,0,0,0,0,0,596
"191","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",10,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","F",36,"M3",0,1,0,0,0,0,1,0,265,0,0,0,0,265
"192","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",0,"Closed zbox","A2+A3+A4","Headquarters","A","M",30,"M1",1,0,0,0,0,0,1,234,0,0,0,0,0,234
"193","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",1,"Closed zbox","A5+A6","Headquarters","A","F",34,"M1",1,0,0,0,0,0,1,89,0,0,0,0,0,89
"194","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",6,"Closed zbox","A5+A6","Headquarters","A","M",40,"M1",1,0,0,0,0,0,1,441,0,0,0,0,0,441
"195","bonus","Annual","Cheaper","P10+P11+P12","Regular",10,"Opened & closed collective parking","A2+A3+A4","Headquarters","A","M",33,"M2",0,0,0,1,0,0,1,0,0,0,76,0,0,76
"196","bonus","bi+monthly+quarterly","Cheaper","P2-P9","Regular",0,"Opened & closed collective parking","A5+A6","Headquarters","A","M",31,"M3",0,1,0,0,0,0,1,0,34,0,0,0,0,34
"197","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",3,"Opened & closed collective parking","A5+A6","Headquarters","A","M",36,"M2",1,0,0,0,0,0,1,446,0,0,0,0,0,446
"198","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",3,"Opened & closed collective parking","A5+A6","Headquarters","A","M",36,"M2",1,0,0,0,0,0,1,353,0,0,0,0,0,353
"199","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",7,"Street","A5+A6","Headquarters","A","M",28,"M4",0,1,0,0,0,0,1,0,142,0,0,0,0,142
"200","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",7,"Street","A5+A6","Headquarters","A","M",28,"M4",0,1,0,0,0,0,1,0,145,0,0,0,0,145
"201","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",11,"Street","A5+A6","Headquarters","A","F",27,"M4",0,1,0,0,0,0,1,0,1209,0,0,0,0,1209
"202","bonus","Annual","other","P13-P17","Regular",4,"Closed zbox","A5+A6","Headquarters","A","M",49,"M1",1,0,0,0,0,0,1,363,0,0,0,0,0,363
"203","bonus","Annual","other","P13-P17","Regular",4,"Closed zbox","A5+A6","Headquarters","A","M",49,"M1",1,0,0,0,0,0,1,370,0,0,0,0,0,370
"204","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",15,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",39,"M3",0,1,0,0,0,0,1,0,12,0,0,0,0,12
"205","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",9,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",39,"M3",0,1,0,0,0,0,1,0,12,0,0,0,0,12
"206","bonus","bi+monthly+quarterly","Cheaper","P2-P9","Regular",0,"Opened & closed collective parking","A5+A6","Headquarters","A","M",33,"M2",0,0,0,1,0,0,1,0,0,0,2627,0,0,2627
"207","malus","bi+monthly+quarterly","Cheaper","P2-P9","Regular",1,"Opened & closed collective parking","A5+A6","Headquarters","A","M",33,"M2",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"208","malus","bi+monthly+quarterly","Cheaper","P2-P9","Regular",1,"Opened & closed collective parking","A5+A6","Headquarters","A","M",33,"M2",0,0,0,1,0,0,1,0,0,0,2680,0,0,2680
"209","bonus","bi+monthly+quarterly","other","P13-P17","Regular",7,"Closed zbox","A5+A6","Headquarters","A","F",30,"M1",1,0,0,0,0,0,1,184,0,0,0,0,0,184
"210","bonus","bi+monthly+quarterly","other","P13-P17","Regular",7,"Closed zbox","A5+A6","Headquarters","A","F",30,"M1",1,0,0,0,0,0,1,188,0,0,0,0,0,188
"211","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Diesel",4,"Closed zbox","A5+A6","Headquarters","A","M",36,"M1",1,0,0,0,0,0,1,384,0,0,0,0,0,384
"212","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",7,"Street","A7-A10+A12","Headquarters","A","F",34,"M4",0,1,0,0,0,0,1,0,379,0,0,0,0,379
"213","bonus","Annual","other","P13-P17","Regular",8,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",71,"M3",1,0,0,0,0,0,1,284,0,0,0,0,0,284
"215","bonus","Annual","Cheapest","P2-P9","Regular",7,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","F",64,"M3",0,1,2,0,0,0,3,0,1728,0,0,0,0,1728
"216","bonus","Annual","Cheapest","P2-P9","Regular",7,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","F",64,"M3",0,1,2,0,0,0,3,0,0,140,0,0,0,140
"217","bonus","Annual","Cheapest","P2-P9","Regular",7,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","F",64,"M3",0,1,0,0,0,0,1,0,1763,0,0,0,0,1763
"218","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",13,"Closed zbox","A5+A6","Headquarters","A","M",38,"M1",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"219","bonus","Annual","other","P10+P11+P12","Diesel",8,"Closed zbox","A5+A6","Headquarters","A","M",48,"M1",1,0,0,0,0,0,1,386,0,0,0,0,0,386
"220","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",0,"Closed zbox","A5+A6","Headquarters","A","M",35,"M1",1,1,0,0,0,0,2,0,793,0,0,0,0,793
"221","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",0,"Closed zbox","A5+A6","Headquarters","A","M",35,"M1",1,1,0,0,0,0,2,559,0,0,0,0,0,559
"222","malus","bi+monthly+quarterly","other","P13-P17","Diesel",1,"Closed zbox","A5+A6","Headquarters","A","M",35,"M1",1,1,0,0,0,0,2,0,915,0,0,0,0,915
"223","malus","bi+monthly+quarterly","other","P13-P17","Diesel",1,"Closed zbox","A5+A6","Headquarters","A","M",35,"M1",1,1,0,0,0,0,2,570,0,0,0,0,0,570
"224","bonus","bi+monthly+quarterly","other","P13-P17","Regular",11,"Street","A5+A6","Headquarters","A","M",46,"M4",0,2,0,0,0,0,2,0,560.5,0,0,0,0,560.5
"226","bonus","Annual","Cheapest","P2-P9","Regular",2,"Closed zbox","A7-A10+A12","Headquarters","A","M",53,"M1",0,1,1,0,0,0,2,0,85,0,0,0,0,85
"227","bonus","Annual","Cheapest","P2-P9","Regular",2,"Closed zbox","A7-A10+A12","Headquarters","A","M",53,"M1",0,1,1,0,0,0,2,0,0,102,0,0,0,102
"228","bonus","Annual","Cheaper","P10+P11+P12","Regular",5,"Street","A7-A10+A12","Headquarters","A","F",31,"M4",0,0,1,0,0,0,1,0,0,265,0,0,0,265
"229","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",8,"Closed zbox","A5+A6","Headquarters","A","M",30,"M1",0,1,0,0,0,0,1,0,3810,0,0,0,0,3810
"230","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",8,"Closed zbox","A5+A6","Headquarters","A","M",30,"M1",0,1,0,0,0,0,1,0,3886,0,0,0,0,3886
"231","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",5,"Closed zbox","A5+A6","Headquarters","A","F",42,"M1",0,1,0,0,0,0,1,0,163,0,0,0,0,163
"232","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",2,"Closed zbox","A7-A10+A12","Headquarters","A","M",38,"M1",0,1,0,0,0,0,1,0,505,0,0,0,0,505
"233","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",2,"Closed zbox","A7-A10+A12","Headquarters","A","M",38,"M1",0,1,0,0,0,0,1,0,515,0,0,0,0,515
"234","bonus","Annual","other","P13-P17","Diesel",4,"Closed zbox","A2+A3+A4","Headquarters","A","F",52,"M1",0,1,1,0,0,0,2,0,1843,0,0,0,0,1843
"235","bonus","Annual","other","P13-P17","Diesel",4,"Closed zbox","A2+A3+A4","Headquarters","A","F",52,"M1",0,1,1,0,0,0,2,0,0,1402,0,0,0,1402
"236","bonus","Annual","other","P13-P17","Diesel",5,"Closed zbox","A2+A3+A4","Headquarters","A","F",53,"M1",0,1,0,0,0,0,1,0,1880,0,0,0,0,1880
"237","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",1,"Closed zbox","A2+A3+A4","Headquarters","A","M",30,"M1",1,0,0,0,0,0,1,153,0,0,0,0,0,153
"238","bonus","bi+monthly+quarterly","other","P13-P17","Regular",11,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",38,"M3",0,1,0,0,0,0,1,0,303,0,0,0,0,303
"239","bonus","bi+monthly+quarterly","other","P13-P17","Regular",11,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",38,"M3",0,1,0,0,0,0,1,0,309,0,0,0,0,309
"240","bonus","Annual","Cheapest","P2-P9","Regular",2,"Closed zbox","A5+A6","Headquarters","A","M",41,"M1",0,1,1,0,0,0,2,0,2683,0,0,0,0,2683
"241","bonus","Annual","Cheapest","P2-P9","Regular",2,"Closed zbox","A5+A6","Headquarters","A","M",41,"M1",0,1,1,0,0,0,2,0,0,1664,0,0,0,1664
"242","bonus","Annual","Cheaper","P10+P11+P12","Regular",10,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","F",38,"M3",0,0,1,0,0,0,1,0,0,1174,0,0,0,1174
"243","malus","bi+monthly+quarterly","other","P13-P17","Regular",11,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",33,"M2",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"244","bonus","bi+monthly+quarterly","other","P13-P17","Regular",11,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",33,"M2",0,1,0,0,0,0,1,0,915,0,0,0,0,915
"245","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",7,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",47,"M3",0,0,0,1,0,0,1,0,0,0,2627,0,0,2627
"246","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",7,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",47,"M3",0,0,0,1,0,0,1,0,0,0,2680,0,0,2680
"247","bonus","Annual","other","P13-P17","Regular",7,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",55,"M3",0,1,0,0,0,0,1,0,1776,0,0,0,0,1776
"248","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",9,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",40,"M3",1,0,0,0,0,0,1,287,0,0,0,0,0,287
"249","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",9,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",40,"M3",1,0,0,0,0,0,1,293,0,0,0,0,0,293
"250","bonus","Annual","Cheapest","P2-P9","Regular",7,"Closed zbox","A7-A10+A12","Headquarters","A","F",30,"M1",0,1,0,0,0,0,1,0,1121,0,0,0,0,1121
"251","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",4,"Street","A7-A10+A12","Headquarters","A","F",40,"M4",0,0,1,0,0,0,1,0,0,282,0,0,0,282
"252","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",4,"Street","A7-A10+A12","Headquarters","A","F",40,"M4",0,1,0,0,0,0,1,0,1529,0,0,0,0,1529
"253","bonus","Annual","Cheapest","P10+P11+P12","Regular",10,"Street","A7-A10+A12","Headquarters","A","F",51,"M4",0,1,0,0,0,0,1,0,142,0,0,0,0,142
"254","bonus","bi+monthly+quarterly","Cheaper","P2-P9","Regular",2,"Closed zbox","A7-A10+A12","Headquarters","A","F",56,"M1",0,1,0,0,0,0,1,0,59,0,0,0,0,59
"255","bonus","bi+monthly+quarterly","Cheaper","P2-P9","Regular",2,"Closed zbox","A7-A10+A12","Headquarters","A","F",56,"M1",0,1,0,0,0,0,1,0,568,0,0,0,0,568
"256","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",42,"M3",0,0,1,0,0,0,1,0,0,2326,0,0,0,2326
"257","bonus","bi+monthly+quarterly","other","P13-P17","Regular",1,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",43,"M3",1,0,0,0,0,0,1,194,0,0,0,0,0,194
"258","bonus","bi+monthly+quarterly","other","P13-P17","Regular",1,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",43,"M3",1,0,0,0,0,0,1,190,0,0,0,0,0,190
"259","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",42,"M3",0,0,1,0,0,0,1,0,0,2373,0,0,0,2373
"260","bonus","bi+monthly+quarterly","other","P13-P17","Regular",7,"Closed zbox","A7-A10+A12","Headquarters","A","M",39,"M1",0,1,0,0,0,0,1,0,1429,0,0,0,0,1429
"261","bonus","bi+monthly+quarterly","other","P13-P17","Regular",7,"Closed zbox","A7-A10+A12","Headquarters","A","M",39,"M1",0,1,0,0,0,0,1,0,1401,0,0,0,0,1401
"263","bonus","Annual","other","P13-P17","Diesel",4,"Closed zbox","A7-A10+A12","Headquarters","A","M",60,"M1",0,1,0,0,0,0,1,0,2298,0,0,0,0,2298
"264","bonus","Annual","other","P13-P17","Diesel",4,"Closed zbox","A7-A10+A12","Headquarters","A","M",59,"M1",0,1,0,0,0,0,1,0,2344,0,0,0,0,2344
"265","bonus","Annual","other","P10+P11+P12","Diesel",14,"Street","A5+A6","Headquarters","A","M",37,"M4",0,1,0,0,0,0,1,0,329,0,0,0,0,329
"266","bonus","Annual","Cheapest","P10+P11+P12","Regular",13,"Closed zbox","A5+A6","Headquarters","B+L","M",49,"M1",0,1,0,0,0,0,1,0,392,0,0,0,0,392
"267","bonus","Annual","Cheapest","P10+P11+P12","Regular",13,"Closed zbox","A5+A6","Headquarters","B+L","M",49,"M1",0,1,0,0,0,0,1,0,400,0,0,0,0,400
"268","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",11,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",44,"M3",1,0,0,0,0,0,1,123,0,0,0,0,0,123
"269","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",12,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",45,"M3",1,0,0,0,0,0,1,126,0,0,0,0,0,126
"271","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Opened & closed collective parking","A5+A6","Headquarters","A","F",25,"M2",0,2,0,0,0,0,2,0,448.5,0,0,0,0,448.5
"272","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Opened & closed collective parking","A5+A6","Headquarters","A","F",25,"M2",0,1,0,0,0,0,1,0,915,0,0,0,0,915
"273","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",3,"Street","A7-A10+A12","Headquarters","A","F",60,"M4",0,0,1,0,0,0,1,0,0,1402,0,0,0,1402
"274","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",2,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",37,"M2",1,0,0,0,0,0,1,566,0,0,0,0,0,566
"275","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",6,"Opened & closed collective parking","A2+A3+A4","Headquarters","A","F",25,"M2",0,0,1,0,0,0,1,0,0,2750,0,0,0,2750
"276","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",4,"Opened & closed collective parking","A2+A3+A4","Headquarters","A","F",24,"M2",0,1,0,0,0,0,1,0,2798,0,0,0,0,2798
"277","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",4,"Opened & closed collective parking","A2+A3+A4","Headquarters","A","F",24,"M2",1,0,0,0,0,0,1,230,0,0,0,0,0,230
"278","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",0,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","F",39,"M3",0,0,0,0,1,0,1,0,0,0,0,1194,0,1194
"279","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",1,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","F",39,"M3",0,0,1,0,0,0,1,0,0,88,0,0,0,88
"280","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",1,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","F",39,"M3",0,0,1,0,0,0,1,0,0,90,0,0,0,90
"281","bonus","bi+monthly+quarterly","other","P13-P17","Regular",15,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",55,"M2",0,1,0,0,1,0,2,0,915,0,0,0,0,915
"282","bonus","bi+monthly+quarterly","other","P13-P17","Regular",15,"Opened & closed collective parking","A7-A10+A12","Headquarters","A","M",55,"M2",0,1,0,0,1,0,2,0,0,0,0,10708,0,10708
"283","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",12,"Opened & closed collective parking","A2+A3+A4","Headquarters","A","M",38,"M2",0,1,0,0,0,0,1,0,274,0,0,0,0,274
"284","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",12,"Opened & closed collective parking","A2+A3+A4","Headquarters","A","M",38,"M2",0,1,0,0,0,0,1,0,608,0,0,0,0,608
"285","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",5,"Closed zbox","A7-A10+A12","Headquarters","A","M",35,"M1",0,1,0,0,0,0,1,0,208,0,0,0,0,208
"286","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",4,"Closed zbox","A7-A10+A12","Headquarters","A","M",35,"M1",0,1,0,0,0,0,1,0,204,0,0,0,0,204
"287","bonus","Annual","Cheaper","P13-P17","Regular",14,"Opened & closed collective parking","A2+A3+A4","Headquarters","A","M",58,"M3",0,1,0,0,0,0,1,0,1495,0,0,0,0,1495
